scheme,mukim,district,lat,lon,geo_level,matched
PANGSAPURI RIMAU INDAH,KELANG,Klang,2.9989619,101.5210586,scheme,"Pangsapuri Rimau Indah, Section 32, Shah Alam, Klang, Selangor, Malaysia"
PANGSAPURI RIMAU PERDANA,KELANG,Klang,3.001277,101.5227025,scheme,"Pangsapuri Rimau Perdana, Section 32, Shah Alam, Klang, Selangor, Malaysia"
PANGSAPURI RIMBA 2,KAPAR,Klang,,,none,
PANGSAPURI SALVIA-SEK.11 KOTA D'SARA,PEKAN BARU SG BULUH,Petaling,,,none,
"PANGSAPURI SAMUDERA, PULAU INDAH",KELANG,Klang,,,none,
PANGSAPURI SARAKA-PST BDR PUCHONG,PEKAN KINRARA,Petaling,,,none,
PANGSAPURI SAUJANA DAMAI (P/L:4109),BANDAR KELANG,Klang,3.0418125,101.4420914,scheme,"Pangsapuri Saujana Damai, Kampung Atap, Klang City, Klang, Selangor, Malaysia"
PANGSAPURI SAUJANA-DAMANSARA DAMAI,PEKAN SUNGAI BULOH,Petaling,,,none,
PANGSAPURI SAUJANA-DAMANSARA DAMAI,SUNGAI BULUH,Petaling,,,none,
PANGSAPURI SEKATA SELANGORKU,DENGKIL,Sepang,,,none,
PANGSAPURI SELANGORKU @ SRI TEMENGGUNG,BANDAR SELAYANG,Gombak,,,none,
PANGSAPURI SELANGORKU @CENDANA,BANDAR KUNDANG,Gombak,,,none,
PANGSAPURI SELANGORKU SERUNI,CHERAS,Hulu Langat,,,none,
"PANGSAPURI SERI ERA, DESA LATANIA",KELANG,Klang,,,none,
PANGSAPURI SERI INTAN-BDR SETIA ALAM,BUKIT RAJA,Petaling,,,none,
PANGSAPURI SERI INTAN-BDR SETIA ALAM,PETALING,Petaling,,,none,
PANGSAPURI SERI KASTURI-BDR KINRARA,PEKAN KINRARA,Petaling,,,none,
PANGSAPURI SERI KAYAN-PINGGIRAN USJ,DAMANSARA,Petaling,,,none,
PANGSAPURI SERI MUSYTARI-U5,SUNGAI BULUH,Petaling,,,none,
"PANGSAPURI SERI PALMA, DESA LATANIA",KELANG,Klang,,,none,
PANGSAPURI SERI PELANGI,BANDAR KELANG,Klang,,,none,
PANGSAPURI SERI PELANGI-TASIK PRIMA,PEKAN PUCHONG PERDANA,Petaling,,,none,
PANGSAPURI SERI PERANTAU,PEKAN PORT SWETTENHAM,Klang,,,none,
PANGSAPURI SERI PINANG-BDR SETIA ALAM,BUKIT RAJA,Petaling,,,none,
PANGSAPURI SERI PROTON,KELANG,Klang,,,none,
PANGSAPURI SERI PURNAMA,SUNGAI BULUH,Petaling,3.1832307,101.5410613,scheme,"Pangsapuri Seri Purnama, Section U5, Sungai Buloh, Shah Alam, Petaling, Selangor, Malaysia"
PANGSAPURI SERI SERAYA @ PUNCAK BESTARI,IJOK,Kuala Selangor,,,none,
PANGSAPURI SERI SIANTAN-TMN SERDANG RAYA,PEKAN SERDANG,Petaling,3.0390109,101.7027311,scheme,"Pangsapuri Seri Siantan, Serdang Raya, Seri Kembangan, Subang Jaya City Council, Petaling, Selangor, 43300, Malaysia"
PANGSAPURI SERI SURIA,KELANG,Klang,,,none,
PANGSAPURI SEROJA-BKT JELUTONG,DAMANSARA,Petaling,,,none,
PANGSAPURI SRI ALPINA-BDR PUTERI PUCHONG,PETALING,Petaling,,,none,
PANGSAPURI SRI ANGKASA - SEKSYEN 28,PEKAN HICOM,Petaling,,,none,
"PANGSAPURI SRI ANGKASA, BAYU PERDANA",BANDAR KELANG,Klang,,,none,
"PANGSAPURI SRI ANGKASA, BAYU PERDANA",KELANG,Klang,,,none,
"PANGSAPURI SRI AYU, BDR PUTERA",KELANG,Klang,2.9943417,101.4926291,scheme,"Pangsapuri Sri Ayu, Lebuh Kebun Nenas 1/KS 7, Bandar Putera, Klang City, Klang, Selangor, 42450, Malaysia"
"PANGSAPURI SRI BAHTERA, BDR ARMADA PUTRA",KELANG,Klang,,,none,
PANGSAPURI SRI BANDAR,KUALA LUMPUR TOWN CENTRE,Kuala Lumpur,3.1750175,101.6826052,scheme,"Pangsapuri Sri Bandar, Kampung Kasipillay, Kuala Lumpur, Malaysia"
PANGSAPURI SRI BATU,MUKIM BATU,Kuala Lumpur,3.2019875,101.6604144,scheme,"Pangsapuri Sri Jinjang, Jinjang, Kepong, Kuala Lumpur, Malaysia"
"PANGSAPURI SRI BAYU, BAYU PERDANA",BANDAR KELANG,Klang,,,none,
PANGSAPURI SRI BUDIMAN -U10 SHAH ALAM,BUKIT RAJA,Petaling,,,none,
PANGSAPURI SRI CEMPAKA -PST BDR PUCHONG,PEKAN KINRARA,Petaling,,,none,
PANGSAPURI SRI IXORA - SEK 27 SHAH ALAM,PEKAN HICOM,Petaling,,,none,
PANGSAPURI SRI KEMUNING,KELANG,Klang,,,none,
PANGSAPURI SRI MELEWAR-U11 SHAH ALAM,BDR GLENMARIE,Petaling,3.094717,101.5566679,scheme,"Pangsapuri Sri Melewar, Section U1, Shah Alam, Petaling, Selangor, Malaysia"
PANGSAPURI SRI MELEWAR-U11 SHAH ALAM,PETALING,Petaling,3.094717,101.5566679,scheme,"Pangsapuri Sri Melewar, Section U1, Shah Alam, Petaling, Selangor, Malaysia"
PANGSAPURI SRI NERVILLIA,KELANG,Klang,,,none,
"PANGSAPURI SRI NERVILLIA, KOTA KEMUNING",KELANG,Klang,,,none,
PANGSAPURI SRI PELANGI -PST BDR PUCHONG,PEKAN PUCHONG PERDANA,Petaling,,,none,
PANGSAPURI SRI PINANG-PST BDR PUCHONG,PEKAN KINRARA,Petaling,,,none,
PANGSAPURI SRI RASAU,KAPAR,Klang,3.0601121,101.4838422,scheme,"Pangsapuri Taman Sri Rasau Seksyen 16, Section 16, Shah Alam, Klang, Selangor, Malaysia"
PANGSAPURI SRI SENTUL,MUKIM SETAPAK,Kuala Lumpur,3.1823236,101.6980509,scheme,"Pangsapuri Sri Perak, Jalan 1/48A, Kampung Chubadak Hilir, Kuala Lumpur, 51000, Malaysia"
PANGSAPURI SUBANG JAYA-SS15 S.JAYA,BANDAR SUBANG JAYA,Petaling,,,none,
PANGSAPURI SUITE DANAU KOTA,MUKIM SETAPAK,Kuala Lumpur,,,none,
PANGSAPURI SURIA SUBANG-BT.3 SHAH ALAM,DAMANSARA,Petaling,3.186039,101.533898,scheme,"Pangsapuri Subang Suria, Section U5, Sungai Buloh, Shah Alam, Petaling, Selangor, Malaysia"
PANGSAPURI SURIAMAS - PJS 10,BDR SUNWAY,Petaling,,,none,
PANGSAPURI SUTRAMAS - BDR PUCHONG JAYA,PEKAN KINRARA,Petaling,,,none,
PANGSAPURI TAINIA-SEK 11 KOTA DAMANSARA,PEKAN BARU SG BULUH,Petaling,,,none,
PANGSAPURI TASIK,KELANG,Klang,3.0016304,101.542637,scheme,"Lakes Condominiums, Section 31, Shah Alam, Klang, Selangor, Malaysia"
PANGSAPURI TEMASYA KASIH-U1 S.ALAM,BDR GLENMARIE,Petaling,,,none,
"PANGSAPURI TMN SRI NELAYAN, TELOK GONG",KELANG,Klang,,,none,
"PANGSAPURI TRIFOLIS, BDR BUKIT TINGGI",KELANG,Klang,,,none,
"PANGSAPURI TRIFOLIS, BDR BUKIT TINGGI 2",KELANG,Klang,,,none,
"PANGSAPURI TUN TEJA 1, ALAM IMPIAN",KELANG,Klang,3.0123784,101.4977818,scheme,"Pangsapuri Tun Teja 1, Block B, Jalan Tok Janggut 35/77A, Setia Alam Impian, Section 35, Shah Alam, Klang, Selangor, 404"
PANGSAPURI UNIVILLAGE,SEMENYIH,Hulu Langat,,,none,
"PANGSAPURI VALENCIA, TMN SRI MUDA",BANDAR SHAH ALAM,Klang,3.0340619,101.5331434,scheme,"Pangsapuri Valencia, Section 25, Taman Sri Muda, Shah Alam, Klang, Selangor, Malaysia"
PANGSAPURI VILLAMAS,KAPAR,Klang,3.0692295,101.4203184,scheme,"Pangsapuri Villamas, Kampung Batu 3, Klang City, Klang, Selangor, Malaysia"
PANGSAPURI VISTA SERDANG-TMN BKT SERDANG,PETALING,Petaling,3.0380843,101.6897446,scheme,"Pangsapuri Vista Serdang, Bukit Serdang, Seri Kembangan, Subang Jaya City Council, Petaling, Selangor, Malaysia"
PANGSAPURI WIRA DAMAI,BANDAR SELAYANG,Gombak,,,none,
PANGSARIA PETALING,MUKIM PETALING,Kuala Lumpur,3.083686,101.71171,scheme,"Pangsaria, Jalan 2/125, Desa Petaling, Bandar Tun Razak, Salak South, Kuala Lumpur, 56000, Malaysia"
PANORAMA RESIDENCE,MUKIM BATU,Kuala Lumpur,,,none,
PANTAI AVENUE (BUKIT KERINCHI),MUKIM KUALA LUMPUR,Kuala Lumpur,3.1125722,101.6675689,scheme,"BT Malaysia, Avenue 7, Bangsar South, Pantai Dalam, Kuala Lumpur, 59200, Malaysia"
PANTAI DALAM KG. KERINCHI,MUKIM KUALA LUMPUR,Kuala Lumpur,3.1141982,101.6630941,scheme,"Malaysia China Silk Road Entrepreneurs Association, 2, Jalan Kerinchi, Kampung Kerinchi, Pantai Dalam, Kuala Lumpur, 592"
PANTAI HILL,MUKIM KUALA LUMPUR,Kuala Lumpur,3.1233237,101.6678576,road,"Lorong Bukit Pantai 1, Pantai Hills, Bangsar, Kuala Lumpur, 59100, Malaysia"
PANTAI HILLPARK APARTMENT,MUKIM KUALA LUMPUR,Kuala Lumpur,,,none,
PANTAI INDAH,MUKIM KUALA LUMPUR,Kuala Lumpur,3.0942004,101.668097,scheme,"Apartment Pantai Indah, Pantai Dalam, Kuala Lumpur, 59200, Malaysia"
PANTAI PANORAMA CONDOMINIUM,MUKIM KUALA LUMPUR,Kuala Lumpur,,,none,
PANTAI PANORAMA KONDO,MUKIM KUALA LUMPUR,Kuala Lumpur,,,none,
PANTAI PANORAMA KONDO,MUKIM SETAPAK,Kuala Lumpur,,,none,
PANTAI TOWER,MUKIM KUALA LUMPUR,Kuala Lumpur,3.115238,101.6687697,scheme,"Tower B (Menara Pantai), Federal Highway Motorcycle Lane, Pantai Baru, Pantai Dalam, Kuala Lumpur, 50614, Malaysia"
PAPILLON DESA HILL CONDO,MUKIM KUALA LUMPUR,Kuala Lumpur,,,none,
PAR3 (IOI RESORT),PEKAN BUKIT BISA,Sepang,2.9658847,101.7103689,scheme,"Par3 Condo & Condo Villa, IOI Resort City, Sepang, Selangor, Malaysia"
PAR3 CONDO & CONDO VILLA,PEKAN BUKIT BISA,Sepang,2.9658847,101.7103689,scheme,"Par3 Condo & Condo Villa, IOI Resort City, Sepang, Selangor, Malaysia"
PARADESA RUSTICA-BDR BARU SRI D'SARA,BDR SRI DAMANSARA,Petaling,,,none,
PARADESA TROPICA-BDR BRU SRI D'SARA,BDR SRI DAMANSARA,Petaling,,,none,
PARAGON 3- LESTARI PERDANA,PETALING,Petaling,,,none,
PARAGON VALLEY,BATU,Gombak,,,none,
PARAISO @ THE EARTH,MUKIM CHERAS,Kuala Lumpur,3.0476161,101.6718157,scheme,"Paraiso Residence Bukit Jalil, Jalan Jalil 2, The Earth, Bukit Jalil, Kuala Lumpur, 57000, Malaysia"
PARAISO @ THE EARTH,MUKIM PETALING,Kuala Lumpur,3.0476161,101.6718157,scheme,"Paraiso Residence Bukit Jalil, Jalan Jalil 2, The Earth, Bukit Jalil, Kuala Lumpur, 57000, Malaysia"
PARK AVENUE CONDOMINIUM-DAMANSARA DAMAI,SUNGAI BULUH,Petaling,,,none,
PARK SEVEN,KUALA LUMPUR TOWN CENTRE,Kuala Lumpur,3.1535522,101.7171364,scheme,"Park Seven, Bukit Bintang, Kuala Lumpur, Malaysia"
PARK VILLA CONDO-BDR PUCHONG JAYA,PEKAN PUCHONG JAYA,Petaling,,,none,
PARKROSE CONDOMINIUM,MUKIM KUALA LUMPUR,Kuala Lumpur,,,none,
PAVILION HILTOP MONT KIARA,MUKIM BATU,Kuala Lumpur,,,none,
"PCHG PRIMA-MELOR, LILY & ELINA",PEKAN PUCHONG PERDANA,Petaling,,,none,
"PCHG PRIMA-MELOR, LILY & ELINA",PETALING,Petaling,,,none,
PEARL AVENUE CONDO,BANDAR BARU BANGI,Hulu Langat,,,none,
PEARL COURT,KUALA LUMPUR TOWN CENTRE,Kuala Lumpur,3.1292686,101.6828204,scheme,"Pearl Court, Brickfields, Kuala Lumpur, Malaysia"
PEARL POINT,MUKIM PETALING,Kuala Lumpur,3.0834908,101.6711068,scheme,"Pearl Point, Jalan Awan Mendung, Bandar Park, Overseas Union Garden, Kuala Lumpur, 58200, Malaysia"
PECAHAN LOT 3053,DENGKIL,Sepang,,,none,
PECAHAN LOT 3313 ( KPG MAYA ),MUKIM KUALA LUMPUR,Kuala Lumpur,3.0946519,101.7074533,road,"Jalan 27C, New Salak South Village, Bandar Sri Permaisuri, Salak South, Kuala Lumpur, 51020, Malaysia"
PEKAN KAPAR (P/L 17),KAPAR,Klang,3.1375054,101.3730576,scheme,"Pekan Kapar, Jalan Kapar - Kuala Selangor, Taman Pin Ke, Kapar, Klang City, Klang, Selangor, 42200, Malaysia"
PEKAN MERU,KAPAR,Klang,3.080054,101.4475649,scheme,"Taman Sri Pekan, Jalan Meru, Taman Seri Pekan, Klang City, Klang, Selangor, 41050, Malaysia"
PEKAN MERU,PEKAN MERU,Klang,3.080054,101.4475649,scheme,"Taman Sri Pekan, Jalan Meru, Taman Seri Pekan, Klang City, Klang, Selangor, 41050, Malaysia"
PEKAN PETALING,MUKIM PETALING,Kuala Lumpur,3.0505833,101.6994837,scheme,"Technology Park Malaysia, Sungai Besi, Kuala Lumpur, Malaysia"
PEKAN RAWANG,BANDAR RAWANG,Gombak,3.3201269,101.5789898,scheme,"Lembaga Hasil Dalam Negeri Malaysia (LHDN) Pusat Khidmat Hasil Rawang, 47, Jalan Bandar Rawang 8, Bandar Baru Rawang, Ka"
PEKAN SEMENYIH,PEKAN SEMENYIH,Hulu Langat,2.9476414,101.8446311,scheme,"Pos Malaysia, Jalan Bangi Lama, Pekan Semenyih, Semenyih, Kajang Municipal Council, Hulu Langat, Selangor, 43500, Malays"
PEKAN TEMPLER,PEKAN TEMPLER,Gombak,,,none,
PELABUHAN KLANG,KELANG,Klang,2.9996963,101.3913589,scheme,"Port Klang, Jalan Syahbandar, Bagan Hailam, Port Klang, Klang City, Klang, Selangor, 42009, Malaysia"
PELABUHAN KLANG,PEKAN PORT SWETTENHAM,Klang,2.9996963,101.3913589,scheme,"Port Klang, Jalan Syahbandar, Bagan Hailam, Port Klang, Klang City, Klang, Selangor, 42009, Malaysia"
PELANGI ASTANA - PJU 6 PETALING JAYA,BANDAR PETALING JAYA,Petaling,3.1532128,101.6035557,scheme,"Pelangi Astana, Persiaran Surian, PJU 6, Mutiara Damansara, Petaling Jaya, Petaling, Selangor, 47800, Malaysia"
PELANGI CONDO,MUKIM SETAPAK,Kuala Lumpur,,,none,
PELANGI CONDOMINIUM,MUKIM SETAPAK,Kuala Lumpur,3.1970149,101.7129275,scheme,"Sri Pelangi Condominium, Setapak, Kampung Padang Balang, Kuala Lumpur, Malaysia"
PELANGI COURT,BANDAR KELANG,Klang,,,none,
"PELANGI DAMANSARA 2-PJU 6 , P.JAYA",BANDAR PETALING JAYA,Petaling,,,none,
"PELANGI DAMANSARA 2-PJU 6 , P.JAYA",PEKAN KAYU ARA,Petaling,,,none,
"PELANGI DAMANSARA FASA 1A-PJU 6, P.JAYA",BANDAR PETALING JAYA,Petaling,,,none,
"PELANGI DAMANSARA FASA 1A-PJU 6, P.JAYA",PEKAN KAYU ARA,Petaling,,,none,
"PELANGI DAMANSARA SENTRAL-PJU 6, P.JAYA",BANDAR PETALING JAYA,Petaling,,,none,
PELANGI HEIGHTS,BANDAR KELANG,Klang,,,none,
PELANGI INDAH,BANDAR KELANG,Klang,,,none,
PELANGI INDAH CONDO,MUKIM BATU,Kuala Lumpur,,,none,
PELANGI INDAH CONDO,MUKIM PETALING,Kuala Lumpur,,,none,
PELANGI INDAH CONDOMINIUM,MUKIM BATU,Kuala Lumpur,3.1976694,101.6770352,scheme,"Pelangi Indah Condominium, 4 1/2 Miles, Kampung Medan Wira Utama, Kuala Lumpur, 51200, Malaysia"
PELANGI UTAMA-JLN PJU 6A,PEKAN KAYU ARA,Petaling,,,none,
PENINSULA  PARK (S/L 441),PEKAN PASIR PENAMBANG,Kuala Selangor,3.3435289,101.2557504,scheme,"Peninsula Park, Pasir Penambang, Kuala Selangor, Selangor, Malaysia"
PENINSULA PARK @ ECO SYMPHONY RESIDENCE,PEKAN PASIR PENAMBANG,Kuala Selangor,3.3548238,101.2487076,scheme,"Jalan Peninsula Lili 1, Eco Symphony Residence, Peninsula Park, Pasir Penambang, Kuala Selangor, Selangor, 45000, Malays"
PERDANA EMERALD KONDO-BDR D'SARA PERDANA,SUNGAI BULUH,Petaling,,,none,
PERDANA EXCLUSIVE CONDOMINIUM,SUNGAI BULUH,Petaling,3.1690682,101.6050346,scheme,"Perdana Exclusive Condominium, PJU 8, Damansara Perdana (PJU 8), Petaling Jaya, Petaling, Selangor, Malaysia"
PERDANA HEIGHTS,BUKIT RAJA,Petaling,3.1402564,101.4935448,scheme,"Perdana Heights, Section U10, Shah Alam, Petaling, Selangor, Malaysia"
PERDANA RESIDENCE,BANDAR SELAYANG,Gombak,3.2571023,101.6460185,scheme,"Perdana Residence, Bukit Idaman, Jalan Ipoh, Puncak Templer, Batu Caves, Selayang Municipal Council, Gombak, Selangor, 6"
PERDANA RESIDENCE 2,BANDAR SELAYANG,Gombak,3.3297016,101.5298663,road,"Jalan Desa 2/6, Phase 2 Bandar Country Homes, Bandar Country Homes, Selayang Municipal Council, Gombak, Selangor, 48000,"
PERDANA VIEW BOUTIQUE KONDOMINIUM,SUNGAI BULUH,Petaling,,,none,
PERDANA VIEW CONDOMINIUM-D'SARA PERDANA,SUNGAI BULUH,Petaling,,,none,
PERDANA VILLA APARTMENT,KELANG,Klang,,,none,
PERINDU TOWNHOUSE,MUKIM SETAPAK,Kuala Lumpur,,,none,
PERMAI APARTMENT-PJU 3,BDR DAMANSARA,Petaling,3.1325561,101.5994407,scheme,"Permai Apartment, PJU 3, Bandar Utama, Petaling Jaya, Petaling, Selangor, Malaysia"
PERMAI APARTMENT-PJU 3,DAMANSARA,Petaling,3.1325561,101.5994407,scheme,"Permai Apartment, PJU 3, Bandar Utama, Petaling Jaya, Petaling, Selangor, Malaysia"
PERMAI APT - DAMANSARA DAMAI,SUNGAI BULUH,Petaling,3.1943011,101.5883025,scheme,"Permai Apartment, Jalan PJU 10/1, Damansara Damai, PJU 10, Petaling Jaya, Petaling, Selangor, 47930, Malaysia"
PERMAI COURT-PUCHONG PERMAI,PEKAN PUCHONG PERDANA,Petaling,3.0079606,101.5996514,scheme,"Permai Court Puchong Perdana (Opp), Persiaran Puchong Perdana, Puchong Permai, Puchong Perdana, Puchong, Subang Jaya Cit"
PERMAI RIA CONDOMINIUM,MUKIM BATU,Kuala Lumpur,3.2065246,101.6762208,scheme,"Permai Ria Condominium, Kampung Medan Wira Utama, Kuala Lumpur, Malaysia"
PERMAI VILLA-PUCHONG PERMAI,PEKAN PUCHONG PERDANA,Petaling,,,none,
PERMATA RESIDENCE@ CHERAS,CHERAS,Hulu Langat,,,none,
PERTIWI INDAH APARTMENT,MUKIM AMPANG,Kuala Lumpur,,,none,
PERUMAHAN AWAM JELATEK,KUALA LUMPUR TOWN CENTRE,Kuala Lumpur,,,none,
PERUMAHAN AWAM SERI KELANTAN,MUKIM SETAPAK,Kuala Lumpur,3.191045,101.6921266,scheme,"Perumahan Awam Seri Kelantan, Kampung Chubadak Hilir, Kuala Lumpur, Malaysia"
PERUMAHAN AWAM SERI KOTA,MUKIM KUALA LUMPUR,Kuala Lumpur,,,none,
PERUMAHAN BERJUNTAI TIN,BATANG BERJUNTAI,Kuala Selangor,,,none,
PERUMAHAN DESA REJANG,MUKIM KUALA LUMPUR,Kuala Lumpur,3.1877156,101.7311605,scheme,"Perumahan Awam Desa Rejang, Setiawangsa, Hulu Kelang, Kuala Lumpur, 54100, Malaysia"
PERUMAHAN DESA REJANG,MUKIM SETAPAK,Kuala Lumpur,3.1877156,101.7311605,scheme,"Perumahan Awam Desa Rejang, Setiawangsa, Hulu Kelang, Kuala Lumpur, 54100, Malaysia"
PERUMAHAN KINRARA,PEKAN KINRARA,Petaling,3.0362066,101.657426,scheme,"Perumahan Hening, Jalan Kinrara 6, Bandar Kinrara, Subang Jaya City Council, Petaling, Selangor, 47180, Malaysia"
PERUMAHAN KINRARA,PETALING,Petaling,3.0430988,101.6418015,scheme,"Perumahan BK 5, Jalan Kinrara 5, Bandar Kinrara, Puchong, Subang Jaya City Council, Petaling, Selangor, 47180, Malaysia"
PERUMAHAN KOS RENDAH PAYA JARAS,SUNGAI BULUH,Petaling,,,none,
PERUMAHAN KOS RENDAH PEKAN BATU ARANG,BANDAR BATU ARANG,Gombak,,,none,
PERUMAHAN LADANG TENNAMARAM,BATANG BERJUNTAI,Kuala Selangor,3.4023606,101.4038156,scheme,"Kompleks Perumahan dan Pengurusan Ladang Tennamaram, Sime Darby Plantation Ladang Tennamaram, Bestari Jaya, Kuala Selang"
PERUMAHAN LADANG TENNAMARAM,IJOK,Kuala Selangor,3.4023606,101.4038156,scheme,"Kompleks Perumahan dan Pengurusan Ladang Tennamaram, Sime Darby Plantation Ladang Tennamaram, Bestari Jaya, Kuala Selang"
PERUMAHAN PKNS JLN PETOLA,KELANG,Klang,,,none,
PERUMAHAN RAKYAT PANTAI PERMAI,MUKIM KUALA LUMPUR,Kuala Lumpur,,,none,
PERUMAHAN SENTUL UTARA,MUKIM SETAPAK,Kuala Lumpur,,,none,
PESONA VILLA,HULU KLANG,Gombak,3.2154582,101.7647572,scheme,"Pesona Villa, Kampung Kemensah, Ulu Kelang, Ampang Jaya Municipal Council, Gombak, Selangor, Malaysia"
PETALING GARDEN,MUKIM BATU,Kuala Lumpur,3.1985153,101.6755308,scheme,"Petaling Street Charcoal Hokkien Mee, 46, Jalan Manjoi, Kok Lian Garden, Batu, Kuala Lumpur, 51200, Malaysia"
PETALING INDAH,MUKIM PETALING,Kuala Lumpur,3.0767866,101.6800631,scheme,"POS MALAYSIA, Jalan Perisa 2, Taman Bukit Indah, Overseas Union Garden, Kuala Lumpur, 58200, Malaysia"
PGB PLAZA CITY APT,KUALA LUMPUR TOWN CENTRE,Kuala Lumpur,,,none,
PGB PLAZA CITY APT,MUKIM PETALING,Kuala Lumpur,,,none,
PINANG APARTMENT,MUKIM PETALING,Kuala Lumpur,3.0728129,101.6539172,scheme,"Apartment Pinang 1C, Overseas Union Garden, Kuala Lumpur, Malaysia"
"PINANG HEIGHTS - SEK.18, SHAH ALAM",BANDAR SHAH ALAM,Petaling,,,none,
PINGGIRAN BATU CAVES,BANDAR RAWANG,Gombak,3.2553978,101.693314,scheme,"Pinggiran Batu Caves, Batu Caves, Selayang Municipal Council, Gombak, Selangor, 65100, Malaysia"
PINGGIRAN BATU CAVES,BANDAR SELAYANG,Gombak,3.2616274,101.6518918,scheme,"Taman Pinggiran Templer (Utara), Persiaran 1, Persiaran 1, Puncak Templer, Bandar Baru Selayang, Batu Caves, Selayang Mu"
PINGGIRAN BATU CAVES,BATU,Gombak,3.2553978,101.693314,scheme,"Pinggiran Batu Caves, Batu Caves, Selayang Municipal Council, Gombak, Selangor, 65100, Malaysia"
PINGGIRAN KIAR T.T. DR. ISMAIL,MUKIM KUALA LUMPUR,Kuala Lumpur,3.1566634,101.6209532,road,"Jalan 3/71B, Pinggiran TTDI, Kuala Lumpur, 47820, Malaysia"
PINGGIRAN KIARA,MUKIM KUALA LUMPUR,Kuala Lumpur,3.1521745,101.631367,scheme,"Pinggiran Kiara, Taman Tun Dr Ismail, Kuala Lumpur, 60000, Malaysia"
PINGGIRAN SG. LONG (CHERAS),CHERAS,Hulu Langat,3.0389114,101.7880414,scheme,"Taman Pinggiran Sungai Long, Bandar Mahkota Cheras, Kajang Municipal Council, Hulu Langat, Selangor, 43000, Malaysia"
PINGGIRAN SUNGAI BULOH,SUNGAI BULUH,Petaling,3.1864363,101.5377591,scheme,"Jalan Pinggiran Teratai, Section U5, Sungai Buloh, Shah Alam, Petaling, Selangor, 40160, Malaysia"
PINGGIRAN UKAY,BANDAR HULU KELANG,Gombak,3.1898105,101.7637954,scheme,"Pinggiran Ukay, Bukit Antarabangsa, Ulu Kelang, Ampang Jaya Municipal Council, Gombak, Selangor, Malaysia"
PINGGIRAN USJ,DAMANSARA,Petaling,3.0517141,101.5569025,scheme,"Taman Pinggiran USJ 1, Subang Hi-Tech, Batu Tiga, Subang Jaya City Council, Petaling, Selangor, 47600, Malaysia"
PINGGIRAN USJ,PEKAN PENAGA,Petaling,3.0517141,101.5569025,scheme,"Taman Pinggiran USJ 1, Subang Hi-Tech, Batu Tiga, Subang Jaya City Council, Petaling, Selangor, 47600, Malaysia"
PINGGIRAN USJ,PEKAN SUBANG JAYA,Petaling,3.0517141,101.5569025,scheme,"Taman Pinggiran USJ 1, Subang Hi-Tech, Batu Tiga, Subang Jaya City Council, Petaling, Selangor, 47600, Malaysia"
PJ MIDTOWN,BANDAR PETALING JAYA,Petaling,3.1136693,101.6406572,scheme,"PJ Midtown, Jalan Kemajuan, Section 13, Petaling Jaya, Petaling, Selangor, 46200, Malaysia"
PJ ONE-PJS 1,BANDAR PETALING JAYA,Petaling,3.0820183,101.6437359,scheme,"PJ One Motor, Medan Maju Jaya, PJS 1, Petaling Jaya South, Petaling Jaya, Petaling, Selangor, 46050, Malaysia"
PJ ONE-PJS 1,BDR PETALING JAYA SELATAN,Petaling,3.0820183,101.6437359,scheme,"PJ One Motor, Medan Maju Jaya, PJS 1, Petaling Jaya South, Petaling Jaya, Petaling, Selangor, 46050, Malaysia"
PJS 11 BDR SUNWAY,BDR SUNWAY,Petaling,3.0639234,101.6007834,scheme,"Monash University Malaysia, Persiaran Tasik Barat, PJS 11, Sunway City, Puchong, Subang Jaya City Council, Petaling, Sel"
PJS 2,BDR PETALING JAYA SELATAN,Petaling,3.0774433,101.6148653,scheme,"2, Lorong PJS 6/3D, Kampung Lindungan, PJS 6, Sunway City, Petaling Jaya, Petaling, Selangor, 46150, Malaysia"
PJS 2 - JLN  PJS 2B/1(DESA MENTARI 2),BDR PETALING JAYA SELATAN,Petaling,,,none,
PJS 2-TMN MEDAN JAYAJLN 2/1-2/5,BDR PETALING JAYA SELATAN,Petaling,,,none,
PJS 2. JLN 2D/1,BDR PETALING JAYA SELATAN,Petaling,,,none,
PJS 4,BDR PETALING JAYA SELATAN,Petaling,3.0774435,101.6149273,scheme,"4, Lorong PJS 6/3D, Kampung Lindungan, PJS 6, Sunway City, Petaling Jaya, Petaling, Selangor, 46150, Malaysia"
PJS 4,PETALING,Petaling,3.0746315,101.6288714,scheme,"PJS 4, Petaling Jaya South, Petaling Jaya, Petaling, Selangor, Malaysia"
PJS 5-JLN 5/2A-5/18,BDR PETALING JAYA SELATAN,Petaling,,,none,
PJS 5-JLN 5/2A-5/18,BDR SUNWAY,Petaling,,,none,
PJS 5-JLN 5/2A-5/18,PETALING,Petaling,,,none,
PJS 5-TMN DESARIA,BDR PETALING JAYA SELATAN,Petaling,3.0787134,101.6198521,scheme,"Jalan PJS 5/12, Taman Desa Ria, PJS 5, Petaling Jaya South, Petaling Jaya, Petaling, Selangor, 46150, Malaysia"
PJS 5-TMN DESARIA,PETALING,Petaling,3.0803441,101.6220824,scheme,"Jalan PJS 5/7, Taman Desa Ria, PJS 5, Petaling Jaya South, Petaling Jaya, Petaling, Selangor, 46150, Malaysia"
PJS 6 - JLN 6/4E,BDR SUNWAY,Petaling,,,none,
PJS 6 - JLN 6/6 - 6G,BDR SUNWAY,Petaling,3.083333,101.583333,scheme,"Petaling, Selangor, Malaysia"
